Feature1,Feature2,NumFeature3,CatFeature1,CatFeature2,Class
-0.6451197546051243,4.29490751452676,5.600432976384316,cat,blue,0
0.36139560550841393,4.118195622778289,13.719148172910621,cat,green,0
1.5380365664659692,2.767098289631905,13.40151446030238,mouse,red,0
-0.03582603910995154,6.975723164813019,10.426522575237271,cat,red,1
1.5646436558140062,5.918408363199059,4.113394793651143,mouse,green,1
-2.6197451040897444,6.835536395590275,7.873758271352466,cat,green,0
0.8219025043752238,4.379207727048973,14.189168387622214,mouse,blue,1
0.08704706823817122,3.686329062611139,16.635956114008934,dog,red,0
-0.29900735046586746,2.8433698667415443,,,red,0
0.0917607765355023,5.717835167481319,8.751635160958688,dog,blue,1
-1.9875689146008928,2.9204135509435307,9.191554459874695,mouse,green,0
-0.21967188783751193,8.6973261379331,11.37446504455486,dog,red,1
0.3571125715117464,2.384714837813119,7.09466349969988,dog,green,0
1.477894044741516,5.547320238425003,-4.470925287857918,mouse,blue,1
-0.5182702182736474,8.133709414427573,15.963845008235484,dog,red,1
-0.8084936028931876,6.198179518527618,,cat,blue,1
-0.5017570435845365,5.351347424983558,6.938000701971437,cat,blue,0
0.9154021177020741,3.063032706076209,4.6667331554061295,dog,red,0
0.32875110965968446,2.236461622864592,9.314497388048888,dog,green,0
-0.5297602037670388,6.540100217835172,,dog,green,1
0.5132674331133561,8.012294481549894,14.977592885814797,mouse,blue,1
0.09707754934804039,4.122300019043657,10.27319720822519,cat,blue,0
0.9686449905328892,2.721876984767298,6.036885848144085,dog,green,0
-0.7020530938773524,0.08366113890196303,3.4079527472097553,dog,blue,0
-0.3276621465977682,3.0384703126749244,14.328170924098368,mouse,blue,0
-0.39210815313215763,4.77268631500192,12.997556205821247,cat,red,0
-1.4635149481321186,8.198246481673468,15.302799390459095,dog,blue,1
0.29612027706457605,6.346267384465937,5.159066246394531,cat,blue,1
0.26105527217988933,5.610170809413506,19.192184497641648,mouse,red,1
0.00511345664246089,4.199760677397738,1.2815274647138146,cat,green,0
-0.23458713337514692,3.8336685654880873,13.548005107007398,dog,red,0
-1.4153707420504142,7.811295195015927,0.4520861640154923,dog,green,1
-0.42064532276535904,5.401477081516779,6.048343091507661,cat,red,0
-0.3427145165267695,0.7947986161579559,,mouse,blue,0
-0.8022772692216189,3.6529207042055143,14.156821272379947,mouse,green,0
-0.16128571166600914,3.2835679364567465,7.26889792256409,mouse,red,0
0.4040508568145384,3.9074719816450703,7.405814785891559,mouse,red,0
1.8861859012105302,6.125821320570171,10.50311055417721,dog,green,1
0.17457781283183896,4.7851102364115015,12.570704953803613,cat,green,0
0.25755039072276437,4.846269185992676,16.257896913413482,dog,green,1
-0.07444591576616721,7.626946322650474,7.718829976957528,cat,green,1
-1.9187712152990415,3.607077820426623,1.9410746825639933,cat,red,0
-0.026513875449216878,8.7283990517747,10.7848431352438,mouse,green,1
0.06023020994102644,3.657384817257828,7.712845812458026,mouse,green,0
2.463242112485286,5.1783963932251424,3.4968314762577632,cat,green,1
-0.19236096478112252,4.4375928091944665,,cat,blue,0
0.30154734233361247,5.246838267001922,8.934431229536054,,green,1
-0.03471176970524331,5.8891839901462575,11.532561032348973,dog,blue,1
-1.168678037619532,5.867670480177753,5.527778999064098,cat,green,0
1.1428228145150205,3.4937653387588403,12.433552651627494,dog,green,0
0.7519330326867741,2.7541706451048587,3.414509016225108,cat,red,0
0.7910319470430469,10.006343581811421,5.861343051517085,mouse,red,1
-0.9093874547947389,4.032031320798894,8.785428844563612,cat,red,0
1.4027943109360992,6.398424877343973,18.70909207479857,cat,red,1
-1.4018510627922809,1.7847173789536064,13.924126842742469,dog,green,0
0.5868570938002703,4.440774560190646,15.385962521338948,cat,blue,1
2.1904556258099785,4.745601232035114,17.08538516671572,dog,green,1
-0.9905363251306883,5.945630139855665,28.014160679054367,dog,green,0
-0.5662977296027719,-0.4449082819838779,10.20794533779217,mouse,green,0
0.09965136508764122,5.3322812261566614,,mouse,red,1
-0.5034756541161992,2.7005170892642143,15.063176272009706,mouse,green,0
-1.5506634310661327,5.648691422389848,14.980162516537629,mouse,green,0
0.06856297480602733,2.927341606323674,18.871198090200906,dog,blue,0
-1.0623037137261049,3.289034608148837,7.9034348450776175,cat,red,0
0.4735924306351816,4.452744779213464,7.5065748803181025,dog,blue,0
-0.9194242342338032,2.8953410607936094,11.598827567409307,mouse,blue,0
1.5499344050175394,4.04893110652929,9.086501140390565,cat,green,1
-0.7832532923362371,2.6132484629133694,11.592504264990865,dog,blue,0
-0.3220615162056756,1.333659096602545,17.813743925265058,cat,blue,0
0.8135172173696698,7.035914104858719,7.609266386468608,dog,green,1
-1.2308643164339552,2.4079026143521434,8.476605187031348,cat,red,0
0.22745993460412942,4.642638224784033,10.871555017632884,cat,green,0
1.307142754282428,6.50578216298757,8.858407869874153,mouse,red,1
-1.6074832345612275,3.7701117949679137,,mouse,blue,0
0.1846338585323042,3.3496682005089244,7.099361786505302,cat,red,0
0.25988279424842353,5.452476177334843,,cat,green,1
0.7818228717773104,7.235867645454304,,mouse,red,1
-1.236950710878082,2.6613694698270622,4.226907162311367,dog,green,0
-1.3204566130842763,4.699704335965122,4.203588003845785,cat,green,0
0.5219415656168976,1.5350108100653452,10.151169013586678,dog,green,0
0.29698467323318606,4.21359799263562,,mouse,red,0
0.25049285034587654,5.068409369076151,,cat,blue,1
0.3464482094969757,3.2907507164898684,1.3197897022430318,dog,blue,0
-0.6800247215784908,4.086016332349537,16.845306499212327,mouse,blue,0
0.23225369716100355,2.1835464633851,6.1533442282479776,cat,red,0
0.29307247329868125,5.154157222762987,18.264170931695137,dog,red,1
-0.7143514180263678,7.111388497766299,,cat,red,1
1.8657745111447566,2.8057122604590727,6.768413511512916,dog,red,0
0.4738329209117875,3.7546564668952342,4.640201815769612,dog,green,0
-1.1913034972026486,6.005092492908363,,cat,green,0
0.6565536086338297,7.424181438645473,9.476766878708984,mouse,blue,1
-0.9746816702273214,2.0136203755821374,11.730734719762006,cat,red,0
0.787084603742452,4.6624305251681015,6.117283552349106,mouse,blue,1
1.158595579007404,5.5662616446390505,13.731974367611015,dog,green,1
-0.8206823183517105,4.795887218742304,11.326640274999498,dog,red,0
0.9633761292443218,0.04641586624582583,8.29802421642068,dog,blue,0
0.4127809269364983,6.002180018617544,6.439796722909884,mouse,red,1
0.82206015999449,8.038672702181287,9.07557508450657,dog,blue,1
1.8967929826539474,5.233323502339007,5.9154937408621535,cat,red,1
-0.2453881160028705,2.9377878934114734,10.292193474417937,dog,blue,0
-0.7537361643574896,3.973745507271434,10.42719342609955,mouse,red,0
-0.8895144296255233,8.539826135311186,11.308536417381697,mouse,blue,1
-0.8158102849654383,6.819925081721117,18.83121204835927,cat,green,1
-0.0771017094141042,6.280053236768659,9.337776401502138,cat,blue,1
0.3411519748166439,5.712825167068752,15.022989335622412,mouse,blue,1
0.27669079933001905,3.6777257756180552,11.147936984878509,mouse,green,0
0.8271832490360238,4.598857638688463,8.80877849050773,cat,green,1
0.01300189187790702,4.844154528642968,9.40420365024383,cat,blue,0
1.4535340771573169,6.0991486321288875,9.705867954159748,cat,red,1
-0.2646568332379561,8.017837788533807,11.398838538641082,cat,green,1
2.720169166589619,7.236676273586256,5.20339617390515,mouse,red,1
0.6256673477650062,2.161231288407919,,dog,green,0
-0.8571575564162826,5.447989937802097,13.271486967371377,mouse,blue,0
-1.0708924980611123,6.4735266903357935,14.490619162906295,cat,blue,1
0.4824724152431853,6.237720660289271,13.728179164014014,mouse,green,1
-0.2234627853258509,3.741532473225161,10.774860092782363,cat,blue,0
0.714000494092092,10.828218431536722,13.836123137266444,mouse,red,1
0.47323762457354485,2.4458308753377622,13.567145130085711,cat,blue,0
-0.07282891265687277,2.8336231066679,13.938146794774774,cat,blue,0
-0.846793718068405,5.467190162523153,5.702295893289432,mouse,blue,0
-1.5148472246858646,9.233606109927706,4.515241014226845,cat,green,1
-0.4465149520670211,3.327610298591658,8.057153766238647,dog,green,0
0.8563987943234723,4.468343268706016,9.913079452286723,cat,blue,1
0.21409374413020396,7.154587346031386,,cat,green,1
-1.245738778711988,4.964275690224533,0.6165483433106225,cat,red,0
0.173180925851182,4.330792290939408,18.60846306067571,dog,red,0
0.3853173797288368,6.13126580377344,8.629770055571322,mouse,red,1
-0.883857436201133,5.545035980459186,,dog,red,0
0.1537251059455279,7.060877571273583,,dog,blue,1
0.058208718445999896,7.582937778130727,-1.7248613476060264,dog,green,1
-1.142970297830623,5.614006120010723,7.44153064044144,mouse,red,0
0.3577873603482833,5.583465450756618,8.064413632100978,,blue,1
0.5607845263682344,5.428221964572267,8.318449772746778,dog,red,1
1.083051243175277,5.978261113298576,9.132567046430236,cat,green,1
1.053802052034903,5.110341275742928,17.23567399222422,dog,green,1
-1.377669367957091,4.998783035355421,13.367294378636112,dog,green,0
-0.9378250399151228,7.393254241654485,14.790176343144147,dog,red,1
0.5150352672086598,8.032232360710086,10.235601359054618,dog,red,1
0.5137859509122088,1.9848941107331584,3.003134769272494,dog,red,0
0.5150476863060479,5.020042303481138,,dog,blue,1
3.852731490654721,3.6226111331095305,2.352961383841845,mouse,blue,1
0.570890510693167,4.378057067027855,11.798828520830098,cat,green,0
1.135565640180599,5.805032419470643,10.158848563488174,cat,green,1
0.9540017634932023,6.338876743084937,,mouse,red,1
0.651391251305798,4.77574711277731,8.157115466299317,dog,green,1
-0.3152692446403456,1.1733193305543943,20.058607877213735,mouse,green,0
0.7589692204932674,3.069908838847641,5.885482045117628,mouse,blue,0
-0.7728252145375718,6.792999340400332,14.639097280580295,mouse,green,1
-0.23681860674000887,-0.4808528440698625,10.009564680104969,cat,red,0
-0.48536354782910346,7.374854303364,9.695302441070016,mouse,blue,1
0.08187413938632256,6.042459981289083,,dog,red,1
2.3146585666735087,7.632352163060045,17.312651913457223,mouse,red,1
-1.867265192591748,4.602861626238079,8.80225271557581,cat,blue,0
0.6862601903745135,0.8771891519541901,13.99601359621071,cat,red,0
-1.6127158711896517,5.860725283012996,11.81945681075027,dog,green,0
-0.47193186578943347,7.549306248076682,10.037185694049573,mouse,green,1
1.088950596967366,6.849443611026842,11.021274713285129,dog,blue,1
0.06428001909546277,3.674617033023929,6.559955925775812,mouse,green,0
-1.0777447779293061,5.173522150925294,8.469503033344576,dog,red,0
-0.7153037092599682,3.934327462440152,,dog,blue,0
0.6795977489346758,3.361467071621256,14.506883582144598,dog,blue,0
-0.7303666317171367,6.910777142359702,9.523994422294688,cat,red,1
0.21645858958197486,2.6049353774696757,3.511429876924808,cat,red,0
0.045571839903813784,3.2123671388367745,6.382813884184561,mouse,red,0
-0.6516003476058171,2.791948733055229,-5.996323226060891,cat,blue,0
2.1439440893253257,2.0195049534019067,7.527536990589257,dog,blue,0
0.6339190223180112,5.292828583685207,10.188225325485748,cat,red,1
-2.025142586657607,7.323006096963952,9.319320755665132,cat,blue,1
0.18645431476942764,4.630246487509469,19.900771757656962,mouse,red,0
-0.661786464768388,1.988504398871667,12.874530204575183,dog,green,0
0.852433334796224,6.679889079484055,12.652259265445753,cat,blue,1
-0.7925207384327007,8.371403508069942,1.7836548271486112,cat,blue,1
-0.11473644146689901,3.707515351706811,8.176789729414336,mouse,blue,0
0.5049872789804571,4.042891466564564,7.566685963381522,mouse,red,0
0.8657551941701215,6.031321260166789,6.069594005959961,dog,blue,1
-1.2002964070557762,8.243747495570103,6.000596672433267,mouse,red,1
-0.3345012358409484,3.960331708549548,0.9593852302918808,dog,blue,0
-0.4749453111609562,2.33510043800359,3.6207339765933577,dog,blue,0
-0.6533292325737119,6.262837212544813,14.370467013824745,cat,blue,1
1.7654542402810969,6.598136146284599,9.285426540034088,cat,blue,1
0.40498171096095553,5.012262900870454,7.467987908628331,cat,green,1
-1.2608839543350452,3.8837334806850987,9.97294332673646,cat,green,0
0.9178619470547761,6.988757461984092,,cat,green,1
2.1221561970126332,6.056072009095929,10.021052604378928,dog,red,1
1.0324652605511468,3.4631289661930142,,cat,green,0
-1.5193699659540134,5.098189462611343,5.766975788058713,cat,red,0
-0.48423407286625136,2.296584935950707,6.906850246266405,cat,green,0
1.2669111491866227,6.37178091287584,11.769884425318377,dog,red,1
-0.7076694656187807,4.475532861234289,19.46326854168557,mouse,blue,0
0.44381942814622843,4.128578335230526,17.14887429757437,mouse,blue,0
0.7746340534293368,4.934251029695131,12.914140347280695,cat,green,1
-0.926930471578083,5.080615398660496,10.75716880080359,mouse,red,0
-0.05952535606180008,6.789860123131121,17.005346778135856,dog,blue,1
-3.2412673400690726,6.182181062650443,13.97339161522562,cat,blue,0
-1.0243876413342898,4.687181442414395,-1.468310111853306,dog,green,0
-0.2525681513931603,6.527336299437991,4.73034576072389,dog,red,1
-1.2477831819648495,5.801474507383226,11.690701626789657,cat,blue,0
1.6324113039316352,4.146800727427926,1.065162172245138,dog,red,1
-1.4301413779606327,4.750563683527028,5.51205497621569,cat,red,0
-0.44004448669698376,4.703554222313758,6.5009252817101295,dog,red,0
0.13074057728609134,6.010522686348404,8.719170468770832,mouse,red,1
1.4412732890661155,4.265954770556716,8.562848958868962,mouse,red,1
-1.4358621511794394,4.2191816271567335,8.554397864165866,mouse,green,0
1.1631637521549596,8.937514618867917,14.126537586201568,dog,green,1
0.010233061019587049,6.879470963494208,,cat,blue,1
-0.9815086510479509,3.478798671149722,8.07684933964383,mouse,red,0
0.46210347426327075,6.141881987884396,3.2541394792824185,cat,red,1
0.19905969557347003,5.2367001313103545,15.121731009929125,mouse,blue,1
-0.6002168771587947,5.7831023505201875,6.6425124302625695,mouse,red,1
0.06980208499001891,5.2746826491302095,,dog,blue,1
-0.3853135968617602,7.379285290970472,11.065452874344855,mouse,green,1
0.11351734525124804,5.691240689302892,6.165293688084686,cat,red,1
0.6621306745210467,4.875822603571425,7.3702363010285294,cat,red,1
1.586016816145352,7.084381153966035,11.292300871595344,mouse,red,1
-1.237815498826849,5.466570082175744,8.367586881102218,cat,red,0
2.1330333746562666,5.242957158658116,21.55804687650317,cat,red,1
-1.9520877995225019,5.628045204972229,9.62585728340401,cat,green,0
-0.15178509503558332,4.812781953267267,13.08919109439611,cat,red,0
0.5883172064845765,5.018453985990938,0.29152976253527463,cat,red,1
0.28099186773503265,3.8266108224762547,5.69675434042635,mouse,blue,0
-0.6226995198205938,3.4976655607522424,4.565431525416438,cat,green,0
-0.20812225035727522,3.002859227035121,5.228101383486856,cat,red,0
-0.4930009346588328,2.216033426405848,12.077689969185013,mouse,red,0
-0.5893647569442115,3.2405652772308873,15.177825338887049,dog,green,0
0.8496020970210246,4.651465931066149,11.723152523172555,cat,blue,1
0.35701548596504734,5.206235164891274,8.866776882168455,dog,green,1
-0.6929095952606542,4.457406873704719,6.845724806437903,dog,green,0
0.8995998754332507,0.2885930197452842,15.567998755932546,mouse,blue,0
0.30729952087660933,8.149172715524685,20.35627727077431,dog,green,1
0.8128621188389601,7.1729602457807635,,dog,blue,1
0.6296288419236122,5.891519702434257,14.696815320357862,dog,blue,1
-0.8289950109220723,8.814981345106537,11.716851748977374,mouse,red,1
-0.5601810401969696,3.0452717650325787,13.777524532327947,,red,0
0.7472936051232618,8.77525024125201,4.177266109449418,mouse,green,1
0.6103702654334648,3.069571846498904,,mouse,red,0
-0.020901593964148132,5.477475850582713,11.97734720022792,mouse,blue,1
0.117327383308782,2.4523253497315913,,cat,blue,0
1.277664895788425,5.029388191088733,5.909328891811627,dog,green,1
-0.5915713888358299,5.772332995996777,-0.1664955552006333,cat,green,1
0.5470973811700379,4.69061933773089,7.508677867793754,dog,red,1
-0.20219265243389406,6.427754888180275,15.05065357174125,cat,green,1
-0.2176812032272203,5.198028898974514,2.0805220445607535,mouse,green,0
1.09877685198719,3.9551705432449813,4.115400539342079,mouse,green,1
0.8254163489880298,3.8663733643953213,10.77959293025556,dog,blue,0
0.8135096360006385,6.621827545231393,9.42014373619268,mouse,red,1
1.305478807154329,3.6925159403860652,12.972332407766137,mouse,blue,0
0.02100384163275905,6.830805940969874,3.856366197772104,cat,blue,1
0.6819529712949639,7.445423585663862,8.375107029156661,dog,green,1
-0.31026675659345604,1.66257227530774,15.97592701201549,cat,blue,0
0.3241663524884421,7.265852774602069,4.03551903181608,cat,red,1
-0.13014305436768459,9.120845396889397,17.384561481551344,mouse,red,1
0.09699596499271819,5.504007522403857,4.662915070556556,cat,red,1
0.5951570254369136,6.198168370589645,14.246907886888055,dog,blue,1
-0.8182206832334725,7.074010648738318,8.135207448934372,mouse,blue,1
2.0923872756854602,4.449035369641956,4.275458711805117,dog,blue,1
-1.006017381499702,5.364560447075739,7.515504764237008,,red,0
-1.2141886127877322,2.3716009407537815,12.72464594089497,dog,red,0
1.1581108735000678,5.277270057060902,,dog,red,1
0.7916626939629359,5.996223991289083,15.592347057216719,cat,blue,1
0.6241198170521551,6.032326045852939,17.178700304674408,mouse,red,1
0.6283455092642799,7.1308494471951605,4.084846673410748,cat,red,1
-0.012246772846914623,3.4503956437289416,3.7186542754482756,mouse,green,0
-0.8972543714858315,3.934786486653007,3.476031131895791,,blue,0
0.07580455819372633,8.79101469198271,5.504019519759904,mouse,blue,1
-0.6771617115121117,4.6993432524725804,15.521072604098723,dog,red,0
0.9751197334177512,5.400067574624656,12.801809753333675,dog,green,1
-0.14705738150213865,4.865979916549558,7.274862135387842,cat,green,0
-0.8254971967925115,3.3566383473899553,9.944487046885829,cat,red,0
-0.32138584165299344,8.247058421783613,17.021527525829693,dog,green,1
0.41293145427562433,3.944597176158789,19.540054254895598,cat,red,0
-0.5637245528039747,2.74542895258614,11.296921667214011,cat,blue,0
-0.8222203955664315,4.098519445394497,-3.2964059202369924,mouse,green,0
0.2436872114919123,0.996587996548933,11.486435473799865,mouse,green,0
0.24496657110872277,3.6974250700336366,14.673740647706737,mouse,green,0
-0.5069431753711298,3.0637428042953467,11.123161579280374,cat,red,0
-0.4710383056183228,6.234857261854649,13.632574593673919,dog,blue,1
0.2320499373576363,3.653171520880255,11.78532687230192,dog,green,0
-1.4480843414973241,6.775607871157697,3.8267729125906733,dog,blue,1
-1.4074637743765552,7.796967986138643,5.568807833182686,dog,blue,1
-0.718444221252436,6.5623506725751986,8.394239064349218,mouse,green,1
-0.21344715171184725,4.569223422279847,15.327073891191759,mouse,blue,0
0.3109075655980046,5.282228993411186,6.170579658396897,cat,red,1
1.475356216949552,1.9500301197118808,12.279513165838235,dog,red,0
0.8576596232020194,4.7324412549575205,11.518462969605984,cat,red,1
-0.1599385299634271,3.279123063866334,17.93098632539565,dog,blue,0
-0.01901620790268883,6.388652762298598,9.791601109352927,dog,red,1
-1.0025293646378088,10.145504778488949,1.2262079086187079,cat,green,1
-0.01851313599238993,5.999643271947619,13.23435232448389,mouse,blue,1
-0.2886586389201383,1.017719702090667,20.69027605817002,cat,red,0
0.3227185603380895,4.277539614171254,13.561916724332281,cat,red,0
-0.827230943552323,5.24498185074891,6.061692040947965,dog,red,0
0.5193465142411723,5.174714850520528,4.590270604105177,mouse,red,1
1.5327389130025777,3.5383737487824938,5.235155832462974,cat,green,1
-0.1087601484568576,5.490583485273871,20.01655940191023,mouse,red,1
0.40171172209894146,2.5149983261612254,8.36336279739282,mouse,green,0
0.6901439917111125,3.110182554629866,6.686783030859862,mouse,blue,0
-0.40122047188583626,6.291595283207423,9.207816779363833,mouse,green,1
0.22409248181041677,2.968673538240348,,dog,red,0
0.01259240078179486,6.076423210984514,17.838251798937517,dog,red,1
0.09767609854883172,2.261072450687884,4.927612544918485,dog,blue,0
-0.7730097838554665,8.529651767583472,15.903216158302234,dog,green,1
0.024510174258942714,3.4514601551918904,10.610460482255423,dog,red,0
0.49799829124544975,4.552666856393111,16.035132567138426,cat,green,1
1.4511436077950417,5.661226522180812,17.913095218670257,mouse,red,1
0.9592708260852069,3.8693000949978114,10.423988169565476,dog,blue,0
2.1531824575115563,5.286811922142609,,mouse,green,1
-0.7673475628880495,6.150713449040252,10.330894159325515,dog,red,1
0.8723206367206782,6.921226465006971,9.52614663997434,dog,blue,1
0.18334200573835174,6.582994871945914,1.7151677213063596,cat,red,1
2.1898029332176723,4.656379072394652,17.762401868925366,,red,1
-0.8082982853551515,4.706736451912795,11.228925086905951,,blue,0
-0.8397218421807761,9.698217116050065,4.184504074744729,dog,green,1
-0.5993926454440222,6.899778136498584,-0.3376166009920425,cat,green,1
-2.123895724309807,3.156352687359573,-1.6379961646517458,,blue,0
-0.525755021680761,5.199976327531104,13.852402183437516,mouse,blue,0
-0.759132661553698,4.329713722443615,6.905112157964524,dog,blue,0
0.15039378647620763,4.729331532153781,7.725496659474333,cat,blue,0
0.34175597577715944,2.541009684583824,12.440771322694118,cat,green,0
1.8761708392158862,4.176153531228094,,dog,blue,1
0.9504238381860503,8.623111546387825,12.732622080267566,mouse,blue,1
-0.5769036556624031,6.158152601751006,10.476320321883577,dog,green,1
-0.898414671348358,0.017677183697079712,9.579352084253818,mouse,red,0
0.4919191715065057,7.433446984995894,,cat,red,1
-1.3202332070206422,7.1792590458183225,5.901343217805702,dog,green,1
1.8314587658543537,4.281429391387167,13.01267682793433,dog,green,1
1.179440120721287,6.43452708756643,6.589890925679743,dog,green,1
-0.4691756521047048,3.2812015783655983,16.026847778922452,mouse,green,0
-1.7131345290908775,4.059488567467286,21.73200661996699,mouse,blue,0
1.3538723741654128,7.997092721339707,13.281926504206613,,blue,1
-0.11453984525261789,4.4565399202605835,17.464159456825787,mouse,green,0
1.2378163119734618,1.2605366760900178,13.60363619148034,mouse,red,0
-1.594427658794367,4.873393554437326,7.328689886639061,dog,red,0
-0.5993750229537729,4.842823214171286,11.000758324037124,cat,green,0
0.005243699718183166,7.39673713874692,20.06660473048721,,green,1
0.046980593764742055,5.02867284435152,7.382231286862744,dog,red,1
-0.45006547147924364,4.156835377119415,4.80336350560963,mouse,red,0
0.6228499323474987,7.090112290462412,4.3290278844236525,mouse,blue,1
-1.0676204293825944,5.241580465002221,8.912353080832254,dog,red,0
-0.1423794850212935,3.4999546368685657,4.982639556784689,dog,red,0
0.12029563171189886,7.309995121083235,18.370097137186185,mouse,red,1
0.514438834058749,5.387323529033599,,cat,red,1
0.7116148780888898,5.005851933358875,14.858631548802514,dog,blue,1
-1.1246420918378692,5.355816782823309,8.506673047101508,mouse,blue,0
-1.5341141707356223,2.858663257166806,4.299014011219409,,blue,0
1.277676821898509,3.9446924476433254,3.4530302728336135,cat,red,1
0.33231401197959165,5.007165203665567,5.4600412891093955,cat,blue,1
-0.7484865365565536,4.61067260995064,11.737627470133555,mouse,green,0
1.551151975522523,7.544856765633191,12.599414658839738,cat,blue,1
0.11567463429285867,5.434811705454007,13.015980365293425,dog,red,1
1.1792971840638264,6.709807845272805,2.5566365810907143,cat,red,1
0.06751848141010895,5.018790709151699,,mouse,green,1
2.060747924881987,7.112576967492246,4.869690845538037,dog,blue,1
1.7553408424432044,5.795055513146308,12.00732983792264,cat,green,1
-0.2489641484790735,5.02684097077692,12.39538527748726,cat,red,0
0.9715709509543554,4.973433822081961,4.1391347648678085,cat,blue,1
0.6453759495851475,3.0911227474180736,,mouse,blue,0
1.3686315575323487,6.013831440272622,21.694114707641223,mouse,blue,1
